city,state_name,lat,lng
Ossipee,North Carolina,36.1678,-79.5135
Colmesneil,Texas,30.9097,-94.422
Encinal,Texas,28.041,-99.3546
Ulm,Montana,47.4197,-111.5252
Selma,Oregon,42.2797,-123.6151
Avon,South Dakota,43.0052,-98.0592
Madrone,New Mexico,34.5792,-106.7285
Pierce,Idaho,46.493,-115.7995
Napoleonville,Louisiana,29.9384,-91.0263
Summit,Arkansas,36.2522,-92.6883
New Salisbury,Indiana,38.314,-86.1
Shenandoah Junction,West Virginia,39.3531,-77.8375
Franklin,Kansas,37.523,-94.6994
Roland,Arkansas,34.9005,-92.5186
Pomeroy,Pennsylvania,39.9639,-75.885
Hurtsboro,Alabama,32.2401,-85.4147
Ansonville,North Carolina,35.1041,-80.1097
Butterfield,Minnesota,43.9586,-94.7938
Sunfield,Michigan,42.7612,-84.9952
Hayden,Indiana,38.9714,-85.739
Mohrsville,Pennsylvania,40.4781,-75.9852
Green City,Missouri,40.2639,-92.9563
Etna Green,Indiana,41.2755,-86.0461
Golinda,Texas,31.3711,-97.0763
Canton,Oklahoma,36.055,-98.5884
Worthington,Pennsylvania,40.838,-79.6349
Littleton,North Carolina,36.4343,-77.911
Kellogg,Iowa,41.7181,-92.9071
Innsbrook,Missouri,38.7631,-91.0552
Happy Valley,Alaska,59.9137,-151.6072
Courtland,Alabama,34.6703,-87.3262
Arcadia,Ohio,41.1078,-83.5144
Pitkin,Louisiana,30.9344,-92.9268
Fancy Farm,Kentucky,36.8003,-88.7928
Boyle,Mississippi,33.7065,-90.7249
Tower Hill,Illinois,39.3868,-88.9592
Pajonal,Puerto Rico,18.3848,-66.5559
Forkland,Alabama,32.6489,-87.8671
Nelson,Arizona,32.4298,-111.2649
Willisville,Illinois,37.9828,-89.5898
Orleans,Iowa,43.4513,-95.0991
Oakwood,Ohio,41.0927,-84.3747
Post Oak Bend City,Texas,32.6343,-96.3186
Barnegat Light,New Jersey,39.753,-74.1095
Kelso,Missouri,37.1924,-89.5504
Shipman,Illinois,39.1203,-90.0452
Rauchtown,Pennsylvania,41.1261,-77.2364
La Hacienda,New Mexico,32.206,-107.725
Wainwright,Alaska,70.638,-159.9713
Port Matilda,Pennsylvania,40.8003,-78.0523
Horseshoe Bend,Texas,32.5752,-97.8782
Simpson,Louisiana,31.2583,-93.0194
Akins,Oklahoma,35.5043,-94.67
Burke,South Dakota,43.1827,-99.2922
Gardiner,Oregon,43.7327,-124.1068
Revloc,Pennsylvania,40.4914,-78.7636
Paauilo,Hawaii,20.0397,-155.3696
Hill City,Minnesota,46.983,-93.5959
Clayhatchee,Alabama,31.2434,-85.7136
Casco,Wisconsin,44.5558,-87.6197
Meadow,Texas,33.3377,-102.2058
Dexter,Iowa,41.5154,-94.2276
Cheneyville,Louisiana,31.011,-92.29
Welch,Oklahoma,36.8738,-95.0948
Kevil,Kentucky,37.0842,-88.8829
Yukon,Pennsylvania,40.2139,-79.6864
Brownsville,Wisconsin,43.6146,-88.495
Stuart,Nebraska,42.6008,-99.1404
Dubois,Idaho,44.1727,-112.2293
Cedar Bluffs,Nebraska,41.3971,-96.6098
Cherry Valley,Arkansas,35.4021,-90.7545
St. Ann Highlands,Colorado,39.9873,-105.4557
Clermont,Iowa,43.0001,-91.6523
Addison,Michigan,41.9862,-84.3491
Butler,Kentucky,38.7877,-84.372
Naylor,Missouri,36.5745,-90.6056
Wade,North Carolina,35.1639,-78.7371
Altamont,Pennsylvania,40.785,-76.217
Kinsman Center,Ohio,41.4544,-80.5854
Hulbert,Oklahoma,35.9315,-95.1436
Uvalda,Georgia,32.0371,-82.508
Cold Springs,California,38.7468,-120.8761
Hot Springs,Montana,47.6091,-114.6702
Galena,Maryland,39.3425,-75.8787
Leming,Texas,29.0684,-98.4722
Wheatland,Pennsylvania,41.197,-80.4956
Tribes Hill,New York,42.9479,-74.2988
Richmond Dale,Ohio,39.2042,-82.8122
Minnetonka Beach,Minnesota,44.9385,-93.5865
Port Sanilac,Michigan,43.4277,-82.5446
Warrior Run,Pennsylvania,41.1876,-75.9505
Madison,California,38.675,-121.9702
White City,Kansas,38.7938,-96.7349
Jefferson City,Montana,46.378,-112.0305
Beaver Springs,Pennsylvania,40.7448,-77.2169
Keithsburg,Illinois,41.1004,-90.9353
Mingoville,Pennsylvania,40.937,-77.6597
Tusayan,Arizona,35.955,-112.1202
Goodville,Pennsylvania,40.128,-76.0046
South Dayton,New York,42.3628,-79.051
Bernice,Oklahoma,36.622,-94.9109
Shelter Cove,California,40.0389,-124.0558
Bolton Landing,New York,43.5614,-73.6588
Iron Station,North Carolina,35.4515,-81.1568
Surfside Beach,Texas,28.956,-95.2836
Pangburn,Arkansas,35.4261,-91.8394
Fairland,Indiana,39.5849,-85.8627
Holiday Hills,Illinois,42.2976,-88.2294
Ainsworth,Iowa,41.29,-91.5545
Presque Isle Harbor,Michigan,45.3227,-83.4849
Clark Fork,Idaho,48.1472,-116.1768
Norwood,Colorado,38.129,-108.2917
Plainview,Arkansas,34.9899,-93.2979
Esperanza,Puerto Rico,18.1021,-65.4798
Colman,South Dakota,43.9835,-96.8148
Cowden,Illinois,39.2495,-88.8596
Campbellsburg,Indiana,38.6514,-86.2613
Petersburg,Kentucky,39.0531,-84.8572
Briny Breezes,Florida,26.509,-80.0543
Marion Heights,Pennsylvania,40.8035,-76.4641
Moulton,Iowa,40.6854,-92.6765
Chaumont,New York,44.0675,-76.1301
Kerby,Oregon,42.2046,-123.6489
Center,North Dakota,47.1149,-101.2977
Eminence,Missouri,37.1509,-91.3586
Garfield,Arkansas,36.4554,-93.9757
Copalis Beach,Washington,47.1205,-124.1722
Pickensville,Alabama,33.2336,-88.2743
Spanish Valley,Utah,38.4743,-109.421
Doyle,Tennessee,35.8552,-85.512
Holland,Arkansas,35.166,-92.277
Glenaire,Missouri,39.2198,-94.4515
Hot Springs,North Carolina,35.892,-82.8291
Kieler,Wisconsin,42.5823,-90.6051
Dugway,Utah,40.2307,-112.7541
Palestine,Arkansas,34.9689,-90.9062
New Auburn,Wisconsin,45.1988,-91.5666
Bedford,Kentucky,38.5957,-85.3175
Holcomb,Missouri,36.4022,-90.0249
Fonda,Iowa,42.5816,-94.8457
Loa,Utah,38.4038,-111.6451
Morganza,Louisiana,30.7383,-91.592
Mulberry Grove,Illinois,38.9245,-89.2662
Corsica,South Dakota,43.4223,-98.4073
Beaver City,Nebraska,40.1383,-99.8276
Brookside,Ohio,40.0708,-80.7606
La Crosse,Virginia,36.7014,-78.0939
Stebbins,Alaska,63.4706,-162.2597
Allensworth,California,35.8498,-119.3893
Newton,Georgia,31.3172,-84.3376
Fairfax,Missouri,40.3392,-95.3921
Richland,Iowa,41.1856,-91.996
Acomita Lake,New Mexico,35.066,-107.6173
Dorchester,Nebraska,40.6475,-97.1149
Cotton Plant,Arkansas,35.0059,-91.252
White River,South Dakota,43.5671,-100.7448
Wellington,Kentucky,38.2168,-85.6702
Pineville,West Virginia,37.5846,-81.5355
Wyano,Pennsylvania,40.2015,-79.694
Kimmell,Indiana,41.395,-85.5487
Desert Shores,California,33.4041,-116.0394
Grannis,Arkansas,34.2398,-94.322
North Troy,Vermont,44.9963,-72.4038
Emlenton,Pennsylvania,41.1806,-79.7073
Newcastle,Texas,33.1951,-98.7436
Fountain Lake,Arkansas,34.6121,-92.9233
La Villita,New Mexico,36.1001,-106.0514
Annetta South,Texas,32.6742,-97.6481
Jamestown,Pennsylvania,41.4843,-80.437
Startup,Washington,47.867,-121.7492
New Hamilton,Mississippi,33.7435,-88.4389
Sugar Grove,Pennsylvania,41.9837,-79.3395
Akiachak,Alaska,60.9209,-161.402
Stannards,New York,42.0741,-77.9123
McDonald Chapel,Alabama,33.5189,-86.9385
Bristol,Texas,32.455,-96.5672
Andover,Illinois,41.2949,-90.2907
Mimbres,New Mexico,32.8332,-107.9559
Cathlamet,Washington,46.2055,-123.3835
Jarratt,Virginia,36.816,-77.4689
Hillsboro Pines,Florida,26.3253,-80.1947
Hoffman,North Carolina,35.0313,-79.5491
Rowlesburg,West Virginia,39.3482,-79.6764
Salt Creek,Colorado,38.2389,-104.5881
Newark,Maryland,38.2749,-75.2735
Wakefield,Pennsylvania,39.7766,-76.1804
Collins,Georgia,32.1793,-82.1103
Rancho Mesa Verde,Arizona,32.5944,-114.6551
Bowmans Addition,Maryland,39.6876,-78.7541
Smithton,Missouri,38.6812,-93.093
Copper Mountain,Colorado,39.4769,-106.2011
Converse,South Carolina,34.994,-81.8421
Central Valley,Utah,38.6992,-112.0967
Pittman Center,Tennessee,35.7595,-83.3886
Nelliston,New York,42.9318,-74.6099
Smiley,Texas,29.2713,-97.6376
Dana,Indiana,39.8072,-87.4945
Verndale,Minnesota,46.3971,-95.0112
Sutersville,Pennsylvania,40.2361,-79.8015
South Williamson,Kentucky,37.6633,-82.2879
Wellton Hills,Arizona,32.6232,-114.1453
Lafayette,Virginia,37.233,-80.2051
Rebersburg,Pennsylvania,40.9426,-77.4441
Gilbertsville,Kentucky,37.0284,-88.3103
Gillis,Louisiana,30.3769,-93.1999
La Barge,Wyoming,42.2605,-110.1971
East Ellijay,Georgia,34.6759,-84.4761
Dansville,Michigan,42.5558,-84.303
East Nassau,New York,42.533,-73.5085
North City,Illinois,37.9918,-89.0636
Sand Rock,Alabama,34.2308,-85.7712
Trego,Montana,48.6578,-114.9302
Sherando,Virginia,37.9889,-78.9442
Mathews,Virginia,37.4365,-76.3245
Roeville,Florida,30.6836,-86.9927
Arnold,Nebraska,41.4232,-100.1936
St. Mary's,Alaska,62.0718,-163.2805
Stacey Street,Florida,26.6978,-80.1239
Dillard,Oregon,43.1082,-123.4262
Annetta North,Texas,32.7193,-97.6723
Corning,Ohio,39.6016,-82.0876
Honeoye,New York,42.7901,-77.5149
Petersburg,Tennessee,35.3173,-86.6407
Overton,Nebraska,40.7406,-99.5374
Humboldt,South Dakota,43.6447,-97.0742
Buchtel,Ohio,39.4634,-82.181
Sharpsville,Indiana,40.3797,-86.0869
Harveysburg,Ohio,39.5022,-83.9984
Ponce de Leon,Florida,30.7234,-85.9374
Stem,North Carolina,36.1963,-78.7201
Lewis Run,Pennsylvania,41.8694,-78.66
Mead,Nebraska,41.2136,-96.4824
Taylor,Arkansas,33.0998,-93.4618
Wilson,Louisiana,30.9236,-91.109
White Earth,Minnesota,47.0977,-95.8445
Alta,California,39.2138,-120.8033
St. Francis,South Dakota,43.1426,-100.9028
River Pines,California,38.5454,-120.7475
Bird-in-Hand,Pennsylvania,40.0373,-76.1863
Freeburg,Pennsylvania,40.7626,-76.9409
Newell,California,41.8897,-121.3675
Carroll,Ohio,39.8027,-82.7063
Dayton,Illinois,41.3856,-88.7959
Queen Valley,Arizona,33.283,-111.305
Stoutsville,Ohio,39.6049,-82.8235
Meyers Lake,Ohio,40.8159,-81.4165
Good Thunder,Minnesota,44.0067,-94.0703
Palmyra,Nebraska,40.7057,-96.392
Medaryville,Indiana,41.0803,-86.8905
Newton Grove,North Carolina,35.2522,-78.3552
Riverlea,Ohio,40.0805,-83.0254
Lanesville,Indiana,38.2352,-85.9867
Port Washington,Ohio,40.3268,-81.5191
Chief Lake,Wisconsin,45.9213,-91.3312
Spring Gardens,Texas,27.7615,-97.7419
Chicopee,Kansas,37.3834,-94.7443
Vanderbilt,Michigan,45.1435,-84.6639
Belvoir,North Carolina,35.7111,-77.47
Loraine,Texas,32.4087,-100.7125
Gresham,Wisconsin,44.8478,-88.7856
Bonanza,Arkansas,35.2335,-94.4168
Arabi,Georgia,31.8282,-83.7302
Howells,Nebraska,41.7241,-97.0043
Grey Forest,Texas,29.6169,-98.6833
Coulee City,Washington,47.6122,-119.2895
Fish Springs,Nevada,38.9536,-119.6511
Belle Fontaine,Alabama,30.492,-88.1131
Belt,Montana,47.3873,-110.9276
Quasqueton,Iowa,42.3945,-91.7578
Coatesville,Indiana,39.6881,-86.6698
Grand Tower,Illinois,37.6343,-89.5013
Ralston,Wyoming,44.7085,-108.8823
Peter,Utah,41.7716,-111.9859
Myrtle Springs,Texas,32.6151,-95.9329
Canal Point,Florida,26.8625,-80.6223
Sidell,Illinois,39.9097,-87.8236
Fostoria,Michigan,43.2495,-83.3713
Metamora,Michigan,42.9422,-83.2897
Bairoa La Veinticinco,Puerto Rico,18.2635,-66.0211
Lind,Washington,46.9703,-118.6164
Britton,Michigan,41.9877,-83.8304
Pendergrass,Georgia,34.1646,-83.6827
Cook,Minnesota,47.8414,-92.6888
Grayhawk,Missouri,37.931,-90.239
Boys Town,Nebraska,41.256,-96.1336
Bailey,North Carolina,35.7807,-78.1128
Oakland,Pennsylvania,41.9506,-75.6095
Dexter,Georgia,32.4331,-83.0595
Big Sandy,Montana,48.1785,-110.1134
Middle Point,Ohio,40.8559,-84.4463
Mulliken,Michigan,42.763,-84.8963
Dudley,Georgia,32.5321,-83.0805
Washington Grove,Maryland,39.1406,-77.1746
Anthon,Iowa,42.3881,-95.8657
Hickory,Pennsylvania,40.2957,-80.3052
West Baden Springs,Indiana,38.5675,-86.612
Paradise,Texas,33.1504,-97.6887
West Valley,New York,42.4036,-78.6115
Richardton,North Dakota,46.8841,-102.3332
Avery,California,38.1939,-120.379
Waubay,South Dakota,45.3345,-97.3055
Hostetter,Pennsylvania,40.264,-79.3976
Andersonville,Tennessee,36.197,-84.033
Helen,Georgia,34.7044,-83.7201
La Plena,Puerto Rico,18.0412,-66.2063
Accord,New York,41.7972,-74.2319
Lily Lake,Wisconsin,42.5614,-88.2137
Graceville,Minnesota,45.5686,-96.4372
St. John,Washington,47.0915,-117.5887
Leary,Georgia,31.4847,-84.5133
Matthews,Indiana,40.3875,-85.4977
Park City,Kentucky,37.0934,-86.0486
Wausa,Nebraska,42.4979,-97.5393
Brooks,Georgia,33.2925,-84.4588
Cove,Texas,29.8122,-94.8201
Cairnbrook,Pennsylvania,40.1247,-78.8189
Culbertson,Nebraska,40.2284,-100.8351
Ravenna,Kentucky,37.6871,-83.9502
Arcadia,Missouri,37.5864,-90.6293
Beechmont,Kentucky,37.1714,-87.0364
Wickett,Texas,31.5673,-103.0059
South Cle Elum,Washington,47.1862,-120.9526
Corriganville,Maryland,39.6945,-78.797
Sabin,Minnesota,46.7814,-96.6542
Melba,Idaho,43.3726,-116.5322
Deport,Texas,33.5291,-95.3174
Green Isle,Minnesota,44.6804,-94.0052
Westfield,Illinois,39.4555,-87.9963
Subiaco,Arkansas,35.2982,-93.6385
Rosalia,Washington,47.2363,-117.3764
Amalga,Utah,41.8565,-111.8974
Emlyn,Kentucky,36.7023,-84.1418
Prairie du Rocher,Illinois,38.0817,-90.0976
Lincoln Park,Texas,33.224,-96.9727
Kilmichael,Mississippi,33.4404,-89.5674
Wall,Pennsylvania,40.3916,-79.786
Attica,Kansas,37.2426,-98.2276
Caledonia,Ohio,40.6363,-82.9694
Olanta,South Carolina,33.9357,-79.932
Carlock,Illinois,40.5835,-89.1287
Hammon,Oklahoma,35.6323,-99.3832
Hawk Cove,Texas,32.8839,-96.0833
Buffalo Gap,Texas,32.2833,-99.8342
Rawson,Ohio,40.9569,-83.785
Dante,Virginia,36.9792,-82.296
Moscow,Tennessee,35.0611,-89.3893
San Perlita,Texas,26.501,-97.6398
Star Prairie,Wisconsin,45.1975,-92.5321
Crescent City,Illinois,40.7717,-87.8564
Evans Mills,New York,44.087,-75.8078
State Line,Mississippi,31.436,-88.4738
Grimes,Alabama,31.2999,-85.4502
Wauneta,Nebraska,40.4164,-101.3766
Ironton,Minnesota,46.4817,-93.9977
Big Delta,Alaska,64.1486,-145.7453
Hartman,Arkansas,35.4353,-93.6235
Ranier,Minnesota,48.6066,-93.353
Leeton,Missouri,38.5833,-93.6952
Oak Run,Illinois,40.9649,-90.1304
Pratt,West Virginia,38.2082,-81.3868
Dushore,Pennsylvania,41.5249,-76.3988
Edgeley,North Dakota,46.3625,-98.7126
Avalon,Florida,30.5366,-87.1009
Pleasant Hill,Tennessee,35.9767,-85.1996
Terry,Montana,46.7923,-105.3125
Whitesville,Kentucky,37.6831,-86.8699
Fawn Lake Forest,Pennsylvania,41.5158,-75.0548
Hollyvilla,Kentucky,38.0929,-85.7467
Waterproof,Louisiana,31.8072,-91.3861
De Valls Bluff,Arkansas,34.7859,-91.4602
Olustee,Oklahoma,34.5476,-99.4241
Ontario,Wisconsin,43.7222,-90.5941
Bloomsdale,Missouri,38.0147,-90.2214
Hamler,Ohio,41.2281,-84.0355
Turrell,Arkansas,35.3763,-90.2704
Lake Preston,South Dakota,44.3617,-97.376
Irwinton,Georgia,32.8108,-83.1737
Sanbornville,New Hampshire,43.5524,-71.03
Belleplain,New Jersey,39.2662,-74.8672
Berlin,Georgia,31.0683,-83.6236
Lyle,Minnesota,43.5057,-92.9412
Standing Pine,Mississippi,32.6749,-89.4529
Sabula,Iowa,42.0665,-90.1766
Cokeville,Wyoming,42.068,-110.9607
Beverly Hills,Missouri,38.6979,-90.2901
Wausaukee,Wisconsin,45.378,-87.9552
Peninsula,Ohio,41.2379,-81.5519
Francisco,Indiana,38.3327,-87.4481
Hopeland,Pennsylvania,40.2336,-76.2615
Turtle Lake,North Dakota,47.5216,-100.8907
New Lothrop,Michigan,43.1168,-83.9693
Junction City,Louisiana,33.0073,-92.7224
Spring Lake,Florida,28.4952,-82.3017
Martin,Louisiana,32.0983,-93.2193
Halstad,Minnesota,47.3511,-96.8247
Martin,Kentucky,37.5669,-82.7603
Gauley Bridge,West Virginia,38.1681,-81.2038
Concow,California,39.7733,-121.5196
Gilbert,Louisiana,32.0507,-91.6567
Union,Illinois,42.2316,-88.5448
Wilsonville,Illinois,39.0694,-89.8553
Quantico,Virginia,38.5224,-77.2901
Bogue Chitto,Mississippi,32.8338,-88.9189
Aneth,Utah,37.2051,-109.1623
Fieldsboro,New Jersey,40.1364,-74.7315
Odessa,New York,42.335,-76.7881
Kirkersville,Ohio,39.95,-82.5985
Danforth,Illinois,40.822,-87.9778
Trail,Oregon,42.6568,-122.8135
Fredericktown,Pennsylvania,40.0019,-80.0092
Leesburg,Indiana,41.3307,-85.8489
Trenton,Utah,41.9116,-111.9356
Claverack-Red Mills,New York,42.2263,-73.7269
Ribera,New Mexico,35.37,-105.4441
Enfield,Illinois,38.1009,-88.3382
Mayfield,Utah,39.1192,-111.7078
Fayette City,Pennsylvania,40.1007,-79.8392
North Brentwood,Maryland,38.945,-76.951
Dale,Wisconsin,44.2757,-88.6729
Cecil,Wisconsin,44.8107,-88.4485
Carlsbad,Texas,31.6113,-100.6407
Neosho,Wisconsin,43.3101,-88.5192
Liverpool,Texas,29.3018,-95.2744
Pittsburg,Illinois,37.7771,-88.8499
Thomson,Illinois,41.9731,-90.1119
Benns Church,Virginia,36.937,-76.5842
Reddick,Florida,29.3687,-82.1976
Hickory Grove,South Carolina,34.9785,-81.418
Indianola,Nebraska,40.2346,-100.4198
Chatham,Louisiana,32.3094,-92.4519
West Wildwood,New Jersey,39.0005,-74.8234
Everly,Iowa,43.1619,-95.3198
Thomas,West Virginia,39.1459,-79.4958
Phillipsburg,Ohio,39.904,-84.4009
Groom,Texas,35.205,-101.1071
Higbee,Missouri,39.3059,-92.5128
Miami,Texas,35.6923,-100.6416
Allenport,Pennsylvania,40.3686,-77.8707
Hickory Flat,Mississippi,34.616,-89.1913
Paradise Park,California,37.0063,-122.0425
Schram City,Illinois,39.1631,-89.461
Edroy,Texas,27.9609,-97.6754
Morven,Georgia,30.9434,-83.5003
Riverside,Texas,30.8472,-95.3984
Valley Head,Alabama,34.5575,-85.6214
Clarksville,Ohio,39.4016,-83.9828
Batavia,Iowa,40.9951,-92.1674
Glenwood,Nebraska,40.7555,-99.081
Derby Center,Vermont,44.955,-72.1361
Jeromesville,Ohio,40.8037,-82.1965
Mer Rouge,Louisiana,32.7767,-91.7949
Keota,Oklahoma,35.2569,-94.9224
Flagler,Colorado,39.2955,-103.0767
Lyons Falls,New York,43.6171,-75.3619
Byron,Michigan,42.8239,-83.9467
Aniak,Alaska,61.5817,-159.5451
Chili,New Mexico,36.1028,-106.1529
La Paz,Indiana,41.456,-86.3083
Bauxite,Arkansas,34.5602,-92.4988
Pine Haven,Wyoming,44.3534,-104.8104
Traskwood,Arkansas,34.4533,-92.6642
Murrayville,Illinois,39.5818,-90.2517
Slovan,Pennsylvania,40.3595,-80.385
Vesper,Wisconsin,44.4805,-89.9676
Alex,Oklahoma,34.9227,-97.7763
Yah-ta-hey,New Mexico,35.6216,-108.7919
Camden Point,Missouri,39.4541,-94.7485
Lyons,Ohio,41.7004,-84.0718
Clayton,Washington,48.0013,-117.5613
Hemlock,New York,42.7937,-77.6073
Kinston,Alabama,31.22,-86.1705
Patoka,Illinois,38.7541,-89.0958
Lake Mystic,Florida,30.3906,-84.9857
Sinclairville,New York,42.2653,-79.2591
Hokah,Minnesota,43.7599,-91.35
Hayti Heights,Missouri,36.2311,-89.7682
Collegeville,Indiana,40.9058,-87.1612
Lacona,New York,43.6434,-76.0666
Millwood,Pennsylvania,40.3504,-79.2853
Vienna Center,Ohio,41.2345,-80.6541
Margaretville,New York,42.1458,-74.6503
Scotia,California,40.4774,-124.1032
Oceanside,Oregon,45.4549,-123.961
Rudolph,Ohio,41.2966,-83.6641
Rote,Pennsylvania,41.0781,-77.4114
Frenchburg,Kentucky,37.9542,-83.6226
Ramona,Oklahoma,36.5322,-95.926
Seco Mines,Texas,28.7467,-100.5027
Paragonah,Utah,37.8854,-112.7707
Clayton,Wisconsin,45.326,-92.171
Williamsfield,Illinois,40.9264,-90.0182
Waverly,Kansas,38.3964,-95.6048
Ashley,Michigan,43.1873,-84.4762
Wheatland,Montana,45.958,-111.5782
Alba,Texas,32.7906,-95.6343
Onalaska,Washington,46.5783,-122.7112
Richmond,Louisiana,32.3884,-91.1804
Kake,Alaska,56.9727,-133.9145
Ulen,Minnesota,47.0781,-96.2581
Sunfish Lake,Minnesota,44.8722,-93.0943
Pierron,Illinois,38.7773,-89.5652
Mandaree,North Dakota,47.7358,-102.6756
Magnet Cove,Arkansas,34.4492,-92.8379
Polkville,North Carolina,35.4163,-81.644
Pembina,North Dakota,48.9669,-97.2475
Glenview,Kentucky,38.302,-85.6519
Seaboard,North Carolina,36.4907,-77.442
Downieville-Lawson-Dumont,Colorado,39.7662,-105.6126
Bell Buckle,Tennessee,35.59,-86.353
Valparaiso,Nebraska,41.0798,-96.833
Augusta,Illinois,40.2307,-90.95
San Lucas,California,36.1283,-121.0217
Kasigluk,Alaska,60.8785,-162.5272
Mettawa,Illinois,42.2448,-87.9201
San Ardo,California,36.0237,-120.9074
Bridgeport,California,38.2562,-119.2123
Alexandria,Ohio,40.0901,-82.612
Laurel,Indiana,39.5015,-85.1878
McClellanville,South Carolina,33.0865,-79.468
Buckley,Illinois,40.597,-88.0375
Proctorville,Ohio,38.4375,-82.3818
Alba,Missouri,37.2372,-94.4175
Sunrise Beach,Missouri,38.1669,-92.7799
Promised Land,South Carolina,34.1277,-82.2307
Baker,California,35.2769,-116.0718
Soldiers Grove,Wisconsin,43.3921,-90.7735
Thorntonville,Texas,31.5789,-102.9221
Blanchard,Pennsylvania,41.0663,-77.6078
Snook,Texas,30.4907,-96.467
Nuremberg,Pennsylvania,40.9378,-76.1685
Madison,Missouri,39.4735,-92.2117
McKinley Heights,Ohio,41.1859,-80.7177
Castleberry,Alabama,31.3001,-87.027
Achille,Oklahoma,33.8346,-96.39
Union,West Virginia,37.5905,-80.5419
Bassett,Nebraska,42.5827,-99.5368
Lake Seneca,Ohio,41.6695,-84.6516
Pine Lakes,Florida,28.939,-81.4308
Hay Springs,Nebraska,42.6834,-102.6896
Cadwell,Georgia,32.3396,-83.042
Meadow View Addition,South Dakota,43.6233,-96.7023
Weston,Texas,33.33,-96.6676
Marne,Ohio,40.0725,-82.3091
Fort Washington,California,36.8793,-119.7613
Pleasant Plains,New Jersey,40.4523,-74.5696
Pryor,Montana,45.4125,-108.5291
Saxtons River,Vermont,43.1391,-72.5101
Roper,North Carolina,35.8786,-76.617
Mark,Illinois,41.2624,-89.255
Stewart,Minnesota,44.7236,-94.4869
Lena,Wisconsin,44.953,-88.0476
Texline,Texas,36.3765,-103.0189
Eagletown,Oklahoma,34.0417,-94.57
Cedarville,Maryland,38.6623,-76.819
Lenkerville,Pennsylvania,40.5327,-76.9594
LeRoy,Kansas,38.0863,-95.6331
Elizabethtown,Indiana,39.1351,-85.8125
Saltillo,Tennessee,35.3822,-88.2393
East Dunseith,North Dakota,48.8546,-100.0285
Masontown,West Virginia,39.5512,-79.8003
Launiupoko,Hawaii,20.8541,-156.6424
North Salem,Indiana,39.8598,-86.6444
Ballico,California,37.4519,-120.7037
Pennwyn,Pennsylvania,40.2895,-75.9731
Graeagle,California,39.7572,-120.6486
Glen Osborne,Pennsylvania,40.5308,-80.1678
Blessing,Texas,28.8727,-96.2173
Pin Oak Acres,Oklahoma,36.1226,-95.2889
Pettisville,Ohio,41.5323,-84.2231
Veblen,South Dakota,45.862,-97.2869
Verden,Oklahoma,35.0831,-98.0872
Micro,North Carolina,35.5623,-78.2037
Mountain View,Colorado,39.7748,-105.0567
Geneva,Minnesota,43.8226,-93.2683
Garden City,Texas,31.8674,-101.4864
Elizabeth,Louisiana,30.8669,-92.7986
New Meadows,Idaho,44.9712,-116.2858
Hardin,Missouri,39.2677,-93.8314
Parkers Settlement,Indiana,38.044,-87.7146
Matlacha,Florida,26.6304,-82.0719
Claremont,Minnesota,44.0449,-92.9976
Bryson,Texas,33.1636,-98.3891
Norfork,Arkansas,36.2099,-92.2801
Wellsburg,New York,42.0127,-76.7298
Russell,Iowa,40.9801,-93.2005
Hoboken,Georgia,31.1813,-82.1313
Callaway,Nebraska,41.2915,-99.9203
Ghent,West Virginia,37.6221,-81.1057
K-Bar Ranch,Texas,27.9928,-97.9267
Ailey,Georgia,32.1882,-82.5699
Cynthiana,Indiana,38.1872,-87.7086
Santa Rosa,Arizona,32.3326,-112.0464
Trenton,Nebraska,40.1746,-101.0136
Olpe,Kansas,38.2569,-96.1726
South Boardman,Michigan,44.64,-85.2864
Cedar Grove,New Mexico,35.168,-106.1615
Juniata Terrace,Pennsylvania,40.5855,-77.5782
Quonochontaug,Rhode Island,41.3447,-71.7059
Tumalo,Oregon,44.1561,-121.328
River Falls,Alabama,31.3524,-86.5412
Indian Creek,Illinois,42.2272,-87.9783
Arapahoe,North Carolina,35.0216,-76.826
Tijeras,New Mexico,35.0884,-106.3761
Scammon Bay,Alaska,61.842,-165.5833
Baneberry,Tennessee,36.0465,-83.2783
Burleigh,New Jersey,39.0489,-74.8464
Cape Royale,Texas,30.653,-95.1265
Pinewood,South Carolina,33.7396,-80.462
Fort Yukon,Alaska,66.5806,-145.2415
Logan,Kansas,39.6617,-99.5673
Covington,Oklahoma,36.3075,-97.5866
North Fairfield,Ohio,41.1045,-82.6139
Marion,Oregon,44.7513,-122.9277
Dill City,Oklahoma,35.282,-99.1335
Wintergreen,Virginia,37.9161,-78.9382
Allison,Pennsylvania,39.9853,-79.8732
Fillmore,Indiana,39.6697,-86.7532
Titusville,New York,41.6663,-73.8633
Foreston,Minnesota,45.7321,-93.7095
Shady Grove,Oklahoma,35.9485,-95.0952
Deerwood,Minnesota,46.4729,-93.9
Hawk Run,Pennsylvania,40.9228,-78.2042
Saddle Rock Estates,New York,40.7939,-73.7414
Maybee,Michigan,42.0062,-83.515
Homeworth,Ohio,40.8358,-81.0649
Dearing,Georgia,33.4149,-82.3852
Badger,Iowa,42.6142,-94.1446
Rolfe,Iowa,42.8129,-94.5313
Painted Hills,Indiana,39.3963,-86.3494
Naturita,Colorado,38.2183,-108.5666
Boyd,Wisconsin,44.9533,-91.0398
Siracusaville,Louisiana,29.6886,-91.1522
Lake City,Texas,28.0821,-97.8828
